"","County","CountyCode","Deaths","Population","Crude","ageadjustedrate","PCT_CVD_death","Quintiles"
"2361","Wilbarger County, TX",48487,283,33921,834.3,"741",2.4595,"4"
"2362","Doddridge County, WV",54017,135,23408,576.7,"665",2.4637,"4"
"2363","Ripley County, MO",29181,378,39165,965.1,"946.3",2.4642,"4"
"2364","Walthall County, MS",28147,377,39005,966.5,"908.3",2.4779,"4"
"2365","Ozark County, MO",29153,256,32132,796.7,"758.4",2.4795,"4"
"2366","Morris County, TX",48343,328,36324,903,"801.9",2.486,"4"
"2367","Schoolcraft County, MI",26153,193,27846,693.1,"626.8",2.489,"4"
"2368","Camp County, TX",48063,252,31813,792.1,"770.2",2.4899,"4"
"2369","Ritchie County, WV",54085,235,30696,765.6,"781",2.4941,"4"
"2370","Rio Blanco County, CO",8103,67,16390,408.8,"462.9",2.4942,"4"
"2371","Atoka County, OK",40005,340,36898,921.5,"973.2",2.4974,"4"
"2372","Barton County, MO",29011,277,33284,832.2,"704.4",2.5003,"4"
"2373","White Pine County, NV",32033,173,26289,658.1,"714",2.5033,"4"
"2374","Winnebago County, IA",19189,244,31195,782.2,"551.2",2.5075,"4"
"2375","Keokuk County, IA",19107,230,30265,760,"588.3",2.5112,"4"
"2376","Watonwan County, MN",27165,235,30584,768.4,"581.1",2.5124,"4"
"2377","Nolan County, TX",48353,371,38399,966.2,"893.6",2.5162,"4"
"2378","Powell County, MT",30077,112,21097,530.9,"594.1",2.5165,"4"
"2379","Presidio County, TX",48377,92,19087,482,"395.6",2.5253,"4"
"2380","Martin County, IN",18101,205,28469,720.1,"774.9",2.5294,"4"
"2381","Zavala County, TX",48507,148,24188,611.9,"599.8",2.5298,"4"
"2382","Franklin County, TX",48159,224,29754,752.8,"713.6",2.5301,"4"
"2383","Washington County, NC",37187,376,38510,976.4,"922.5",2.5354,"4"
"2384","Clay County, AR",5021,524,45446,1153,"1028.2",2.5371,"4"
"2385","Hancock County, GA",13141,175,26261,666.4,"704.7",2.5376,"4"
"2386","Trimble County, KY",21223,129,22531,572.5,"644.9",2.5409,"4"
"2387","Butte County, SD",46019,203,28263,718.3,"679.4",2.5415,"4"
"2388","Tallahatchie County, MS",28135,286,33546,852.6,"889.6",2.5416,"4"
"2389","Pulaski County, GA",13235,266,32345,822.4,"876.5",2.5426,"4"
"2390","Goliad County, TX",48175,127,22340,568.5,"531.9",2.5448,"4"
"2391","Crowley County, CO",8025,46,13444,342.2,"425.3",2.5454,"4"
"2392","Cass County, IL",17017,299,34266,872.6,"793.8",2.5465,"4"
"2393","Lincoln County, AR",5079,286,33495,853.9,"925.1",2.5493,"4"
"2394","Colfax County, NE",31037,142,23586,602.1,"497.2",2.5528,"4"
"2395","Jeff Davis County, GA",13161,311,34900,891.1,"1028.7",2.5533,"4"
"2396","Shannon County, SD",46113,102,19982,510.5,"667.1",2.5548,"4"
"2397","Carroll County, MS",28015,239,30566,781.9,"818.3",2.5581,"4"
"2398","Montmorency County, MI",26119,323,35528,909.1,"783.5",2.5588,"4"
"2399","Sussex County, VA",51183,255,31555,808.1,"839.5",2.5609,"4"
"2400","Deer Lodge County, MT",30023,210,28624,733.7,"681.9",2.5632,"4"
"2401","Cook County, MN",27031,83,17986,461.5,"474.1",2.5659,"4"
"2402","Harney County, OR",41025,127,22239,571.1,"565",2.568,"4"
"2403","Wabaunsee County, KS",20197,102,19921,512,"551.9",2.5702,"4"
"2404","Somervell County, TX",48425,133,22744,584.8,"590.2",2.5712,"4"
"2405","Jackson County, KY",21109,307,34492,890.1,"1009.9",2.5806,"4"
"2406","Powell County, KY",21197,253,31298,808.4,"982.2",2.5829,"4"
"2407","Emery County, UT",49015,156,24485,637.1,"707.3",2.602,"4"
"2408","Red River County, TX",48387,387,38537,1004.2,"898.8",2.6058,"4"
"2409","Pemiscot County, MO",29155,512,44225,1157.7,"1135.6",2.6178,"4"
"2410","Quay County, NM",35037,196,27371,716.1,"703.9",2.6163,"4"
"2411","Breathitt County, KY",21025,344,36258,948.8,"1126",2.6168,"4"
"2412","Greene County, MS",28041,273,32277,845.8,"1038.7",2.6204,"4"
"2413","Montgomery County, MO",29139,318,34792,914,"793.1",2.627,"4"
"2414","Cottonwood County, MN",27033,310,34343,902.7,"589.4",2.6285,"4"
"2415","Vermillion County, IN",18165,524,44649,1173.6,"1120.8",2.6285,"4"
"2416","Dawson County, TX",48115,228,29436,774.6,"701.9",2.6315,"4"
"2417","Guthrie County, IA",19077,281,32675,860,"691.9",2.632,"4"
"2418","Johnson County, WY",56019,171,25481,671.1,"618.2",2.6337,"4"
"2419","Appanoose County, IA",19007,377,37827,996.6,"801.3",2.6346,"4"
"2420","Carroll County, KY",21041,185,26481,698.6,"752.9",2.6381,"4"
"2421","Craig County, OK",40035,446,41050,1086.5,"1064.3",2.6468,"4"
"2422","Holt County, NE",31089,271,31976,847.5,"652.2",2.6504,"4"
"2423","Switzerland County, IN",18155,198,27324,724.6,"806.8",2.6519,"4"
"2424","Martin County, KY",21159,237,29873,793.4,"898.5",2.6559,"4"
"2425","Murray County, OK",40099,369,37269,990.1,"945",2.6566,"4"
"2426","Coleman County, TX",48083,193,26947,716.2,"662.4",2.6578,"4"
"2427","St. Helena Parish, LA",22091,225,29074,773.9,"835.6",2.6618,"4"
"2428","Swift County, MN",27151,218,28611,761.9,"519.2",2.663,"4"
"2429","Terrell County, GA",13273,165,24882,663.1,"677.8",2.665,"4"
"2430","Pershing County, NV",32027,82,17509,468.3,"615",2.6746,"4"
"2431","Wayne County, NE",31179,111,20369,544.9,"434.3",2.6751,"4"
"2432","Latimer County, OK",40077,229,29232,783.4,"712.6",2.6799,"4"
"2433","Todd County, KY",21219,242,30045,805.5,"829.8",2.681,"4"
"2434","Lewis County, TN",47101,299,33387,895.6,"931.3",2.6825,"4"
"2435","Lyon County, KY",21143,199,27235,730.7,"729.4",2.6829,"4"
"2436","Sumter County, AL",1119,315,34232,920.2,"858.2",2.6881,"4"
"2437","Storey County, NV",32029,58,14686,394.9,"541.9",2.689,"4"
"2438","Union County, IA",19175,319,34359,928.4,"757.3",2.7021,"4"
"2439","Marion County, GA",13197,155,23933,647.6,"761.9",2.7059,"4"
"2440","Bleckley County, GA",13023,268,31464,851.8,"796.8",2.7072,"4"
"2441","Phelps County, NE",31137,182,25909,702.5,"524.5",2.7114,"4"
"2442","Johnson County, GA",13167,182,25872,703.5,"783.9",2.7192,"4"
"2443","Choctaw County, OK",40023,480,42005,1142.7,"1116.8",2.7204,"4"
"2444","Leslie County, KY",21131,248,30165,822.1,"913.3",2.7253,"4"
"2445","Jasper County, IL",17079,205,27362,749.2,"652.1",2.7381,"4"
"2446","Lawrence County, MS",28077,302,33111,912.1,"1041",2.7547,"4"
"2447","Sac County, IA",19161,279,31791,877.6,"618.1",2.7605,"4"
"2448","Caldwell County, MO",29025,179,25432,703.8,"667.3",2.7674,"4"
"2449","Calhoun County, IA",19025,261,30701,850.1,"575.6",2.769,"4"
"2450","Monroe County, MO",29137,185,25828,716.3,"651.5",2.7733,"4"
"2451","Green County, KY",21087,285,32042,889.5,"868.6",2.776,"4"
"2452","Washita County, OK",40149,249,29949,831.4,"712.6",2.7761,"4"
"2453","Jones County, NC",37103,262,30719,852.9,"825.9",2.7765,"4"
"2454","Shannon County, MO",29203,166,24449,679,"730",2.7772,"4"
"2455","Huerfano County, CO",8055,163,24218,673.1,"553.1",2.7793,"4"
"2456","Webster County, WV",54101,203,26998,751.9,"747.7",2.785,"4"
"2457","Duval County, TX",48131,225,28413,791.9,"756.9",2.7871,"4"
"2458","Wallowa County, OR",41063,161,24035,669.9,"564.3",2.7872,"4"
"2459","Decatur County, TN",47039,344,35097,980.1,"862.6",2.7925,"4"
"2460","Southeast Fairbanks Census Area, AK",2240,79,16785,470.7,"720.2",2.8043,"4"
"2461","Custer County, NE",31041,295,32282,913.8,"712",2.8307,"4"
"2462","Martinsville city, VA",51690,446,39690,1123.7,"928.7",2.8312,"4"
"2463","Allen County, KS",20001,366,35941,1018.3,"816.5",2.8333,"4"
"2464","Dimmit County, TX",48127,162,23904,677.7,"645.3",2.8351,"4"
"2465","Newton County, AR",5101,188,25680,732.1,"720.3",2.8509,"4"
"2466","Elliott County, KY",21063,122,20665,590.4,"639.2",2.857,"4"
"2467","Stanton County, NE",31167,71,15751,450.8,"434.1",2.862,"4"
"2468","Clay County, AL",1027,421,38351,1097.8,"1066",2.8625,"4"
"2469","Greensville County, VA",51081,277,31078,891.3,"1081.2",2.8679,"4"
"2470","Haskell County, OK",40061,338,34309,985.2,"916.2",2.8715,"4"
"2471","Prince of Wales-Outer Ketchikan Census Area, AK",2201,50,13185,379.2,"618.2",2.876,"4"
"2472","Surry County, VA",51181,132,21422,616.2,"655.9",2.8765,"4"
"2473","Jefferson Davis County, MS",28065,327,33679,970.9,"955.8",2.8828,"4"
"2474","Graham County, NC",37075,195,25936,751.9,"698.9",2.8991,"4"
"2475","Gilmer County, WV",54021,127,20906,607.5,"602.8",2.9059,"4"
"2476","Hancock County, KY",21091,144,22258,647,"736.3",2.9068,"4"
"2477","Forest County, WI",55041,221,27571,801.6,"716.4",2.9074,"4"
"2478","Calhoun County, MS",28013,440,38896,1131.2,"1051.1",2.9083,"4"
"2479","McLean County, KY",21149,197,26004,757.6,"721.7",2.9134,"4"
"2480","Clay County, KS",20027,171,24226,705.9,"498",2.9138,"4"
"2481","Cameron Parish, LA",22023,91,17671,515,"637.8",2.9144,"4"
"2482","Pondera County, MT",30073,89,17475,509.3,"405.6",2.9144,"4"
"2483","Pawnee County, KS",20145,118,20055,588.4,"508",2.9339,"4"
"2484","Evans County, GA",13109,189,25380,744.7,"782.4",2.9342,"4"
"2485","Bath County, KY",21011,275,30612,898.3,"997.6",2.9345,"4"
"2486","Forest County, PA",42053,150,22583,664.2,"713.3",2.9412,"4"
"2487","Irwin County, GA",13155,168,23886,703.3,"675.8",2.9444,"4"
"2488","Greene County, IA",19073,232,28031,827.7,"607.9",2.9528,"4"
"2489","Madison County, MO",29123,335,33677,994.7,"928.4",2.9536,"4"
"2490","Merrick County, NE",31121,143,21995,650.1,"571.7",2.9557,"4"
"2491","Johnston County, OK",40069,247,28846,856.3,"861.1",2.9685,"4"
"2492","Cloud County, KS",20029,207,26404,784,"537.4",2.9692,"4"
"2493","Lyon County, IA",19119,263,29752,884,"664",2.9712,"4"
"2494","Lucas County, IA",19117,202,26061,775.1,"596.8",2.9742,"4"
"2495","Catron County, NM",35003,65,14777,439.9,"447.6",2.9769,"4"
"2496","Tyler County, WV",54095,230,27794,827.5,"822.3",2.9773,"4"
"2497","Crockett County, TN",47033,435,38190,1139,"1066.6",2.9825,"4"
"2498","Montgomery County, AR",5097,274,30271,905.2,"849.5",2.9903,"4"
"2499","Roberts County, SD",46109,215,26842,801,"661.3",2.9841,"4"
"2500","Madison County, TX",48313,266,29823,891.9,"843.1",2.9906,"4"
"2501","King and Queen County, VA",51097,140,21619,647.6,"626.4",2.9955,"5"
"2502","Livingston County, KY",21139,245,28551,858.1,"919.6",3.0055,"5"
"2503","Linn County, MO",29115,384,35735,1074.6,"892.3",3.0071,"5"
"2504","Scott County, AR",5127,264,29619,891.3,"905.7",3.0092,"5"
"2505","Yoakum County, TX",48501,86,16903,508.8,"575",3.0101,"5"
"2506","Liberty County, FL",12077,110,19089,576.2,"750.2",3.0185,"5"
"2507","Lafayette County, FL",12067,117,19680,594.5,"639.3",3.0208,"5"
"2508","Runnels County, TX",48399,263,29510,891.2,"737.7",3.02,"5"
"2509","Lincoln County, GA",13181,176,24123,729.6,"842.8",3.0245,"5"
"2510","Nemaha County, KS",20131,245,28460,860.9,"553.6",3.0249,"5"
"2511","Mineral County, MT",30061,66,14770,446.9,"445.3",3.0257,"5"
"2512","Weston County, WY",56045,123,20145,610.6,"576.4",3.031,"5"
"2513","Terry County, TX",48445,261,29293,891,"865.9",3.0417,"5"
"2514","Howard County, AR",5061,365,34597,1055,"1015.3",3.0494,"5"
"2515","Howard County, MO",29089,219,26792,817.4,"765.9",3.0509,"5"
"2516","Marshall County, KS",20117,277,30119,919.7,"646.9",3.0536,"5"
"2517","Mitchell County, IA",19131,305,31599,965.2,"634",3.0545,"5"
"2518","Castro County, TX",48069,99,17988,550.4,"543.4",3.0598,"5"
"2519","Lowndes County, AL",1085,264,29373,898.8,"972.3",3.06,"5"
"2520","Williamsburg city, VA",51830,220,26809,820.6,"713.6",3.0609,"5"
"2521","Lanier County, GA",13173,146,21825,669,"803.1",3.0653,"5"
"2522","Custer County, ID",16037,62,14206,436.4,"453",3.0719,"5"
"2523","Turner County, SD",46125,181,24270,745.8,"562.8",3.0729,"5"
"2524","Mason County, TX",48319,56,13492,415.1,"354.3",3.0766,"5"
"2525","Talbot County, GA",13263,133,20792,639.7,"792.1",3.0767,"5"
"2526","Skagway-Hoonah-Angoon Census Area, AK",2232,18,7639,235.6,"(Unreliable)",3.0842,"5"
"2527","Yalobusha County, MS",28161,353,33823,1043.7,"1022.1",3.0858,"5"
"2528","Clinton County, KY",21053,244,28046,870,"968.3",3.102,"5"
"2529","Pendleton County, WV",54071,185,24410,757.9,"631.7",3.1049,"5"
"2530","Ramsey County, ND",38071,327,32452,1007.6,"806.5",3.1049,"5"
"2531","Stevens County, MN",27149,163,22908,711.5,"488.3",3.1059,"5"
"2532","Coffey County, KS",20031,190,24698,769.3,"716.1",3.1148,"5"
"2533","Parmer County, TX",48369,144,21472,670.6,"696.4",3.1231,"5"
"2534","Maries County, MO",29125,215,26222,819.9,"839.7",3.1268,"5"
"2535","Franklin Parish, LA",22041,886,53159,1666.7,"1587.3",3.1353,"5"
"2536","Baraga County, MI",26013,196,25000,784,"759.7",3.136,"5"
"2537","Franklin County, IA",19069,291,30462,955.3,"724.3",3.136,"5"
"2538","Ward County, TX",48475,209,25814,809.6,"780.6",3.1363,"5"
"2539","Pembina County, ND",38067,165,22935,719.4,"570.9",3.1367,"5"
"2540","Henderson County, IL",17071,169,23209,728.2,"677.4",3.1376,"5"
"2541","Nowata County, OK",40105,272,29443,923.8,"864.9",3.1376,"5"
"2542","Richardson County, NE",31147,217,26268,826.1,"568.1",3.1449,"5"
"2543","Putnam County, IL",17155,102,17985,567.1,"564.6",3.1532,"5"
"2544","Searcy County, AR",5129,206,25559,806,"709.5",3.1535,"5"
"2545","Rock County, MN",27133,225,26701,842.7,"585.6",3.1561,"5"
"2546","Worth County, IA",19195,156,22225,701.9,"577",3.1582,"5"
"2547","St. Clair County, MO",29185,318,31702,1003.1,"885.6",3.1642,"5"
"2548","Calhoun County, WV",54013,170,23176,733.5,"726.1",3.1649,"5"
"2549","Emmet County, IA",19063,250,28060,890.9,"655",3.175,"5"
"2550","Kit Carson County, CO",8063,144,21297,676.2,"605",3.1751,"5"
"2551","Okfuskee County, OK",40107,328,32099,1021.8,"1051.7",3.1833,"5"
"2552","Pratt County, KS",20151,221,26346,838.8,"627.7",3.1838,"5"
"2553","Bacon County, GA",13005,220,26235,838.6,"945",3.1965,"5"
"2554","Fremont County, IA",19071,156,22087,706.3,"581.8",3.1978,"5"
"2555","Cedar County, NE",31027,217,26030,833.7,"573.6",3.2028,"5"
"2556","Bottineau County, ND",38009,134,20442,655.5,"547.5",3.2066,"5"
"2557","Garfield County, UT",49017,61,13793,442.3,"431.3",3.2067,"5"
"2558","Clearwater County, MN",27029,193,24486,788.2,"694.7",3.219,"5"
"2559","Twiggs County, GA",13289,228,26572,858,"1008.8",3.229,"5"
"2560","Davis County, IA",19051,163,22442,726.3,"611.4",3.2363,"5"
"2561","Oregon County, MO",29149,359,33280,1078.7,"1044.2",3.2413,"5"
"2562","Radford city, VA",51750,179,23433,763.9,"735.1",3.2599,"5"
"2563","Bracken County, KY",21023,155,21799,711,"816.6",3.2616,"5"
"2564","Metcalfe County, KY",21169,241,27154,887.5,"913.1",3.2684,"5"
"2565","Lander County, NV",32015,65,14094,461.2,"579.4",3.2723,"5"
"2566","Wilkes County, GA",13317,295,29997,983.4,"904.9",3.2783,"5"
"2567","Oscoda County, MI",26135,280,29221,958.2,"942.1",3.2791,"5"
"2568","Hughes County, OK",40063,449,37002,1213.4,"1108.1",3.2793,"5"
"2569","Dawes County, NE",31045,157,21850,718.5,"557.2",3.2883,"5"
"2570","Owen County, KY",21187,273,28790,948.2,"1100.4",3.2935,"5"
"2571","Cherry County, NE",31031,98,17248,568.2,"447.7",3.2943,"5"
"2572","Rice County, KS",20159,229,26351,869,"717.8",3.2978,"5"
"2573","Bullock County, AL",1011,244,27185,897.6,"940",3.3018,"5"
"2574","Benton County, IN",18007,176,23079,762.6,"718.6",3.3043,"5"
"2575","Charles Mix County, SD",46023,184,23583,780.2,"619.8",3.3083,"5"
"2576","Sullivan County, PA",42113,167,22457,743.6,"651.8",3.3112,"5"
"2577","Howard County, IA",19089,236,26641,885.9,"664.3",3.3253,"5"
"2578","Pushmataha County, OK",40127,378,33703,1121.6,"1049.1",3.3279,"5"
"2579","Pocahontas County, IA",19151,178,23106,770.4,"580.8",3.3342,"5"
"2580","Jack County, TX",48237,175,22876,765,"832",3.3441,"5"
"2581","Blaine County, OK",40011,243,26956,901.5,"819",3.3443,"5"
"2582","Bent County, CO",8011,82,15658,523.7,"535.2",3.3446,"5"
"2583","Broadwater County, MT",30007,102,17461,584.2,"628.8",3.3457,"5"
"2584","Grundy County, MO",29079,274,28617,957.5,"743.1",3.3459,"5"
"2585","Pleasants County, WV",54073,154,21446,718.1,"754.4",3.3484,"5"
"2586","Prairie County, AR",5117,221,25672,860.9,"793.9",3.3535,"5"
"2587","Mississippi County, MO",29133,438,36129,1212.3,"1211.2",3.3555,"5"
"2588","Wilkinson County, GA",13319,228,26062,874.8,"917.8",3.3566,"5"
"2589","Iron County, MO",29093,298,29777,1000.8,"1000.1",3.361,"5"
"2590","Adams County, ID",16003,64,13799,463.8,"595.8",3.3611,"5"
"2591","Union County, IN",18161,133,19884,668.9,"740.6",3.364,"5"
"2592","Lac qui Parle County, MN",27073,189,23690,797.8,"538.2",3.3677,"5"
"2593","Mountrail County, ND",38061,134,19883,673.9,"686",3.3893,"5"
"2594","Conejos County, CO",8021,155,21377,725.1,"727.8",3.392,"5"
"2595","Major County, OK",40093,159,21647,734.5,"654.3",3.3931,"5"
"2596","Kingman County, KS",20095,185,23319,793.3,"609.9",3.4019,"5"
"2597","Schuyler County, IL",17169,159,21617,735.5,"651",3.4024,"5"
"2598","Fall River County, SD",46047,203,24426,831.1,"706.6",3.4025,"5"
"2599","Refugio County, TX",48391,147,20784,707.3,"646.5",3.4031,"5"
"2600","Bland County, VA",51021,133,19741,673.7,"723.8",3.4127,"5"
"2601","Kemper County, MS",28069,237,26328,900.2,"833",3.4192,"5"
"2602","Ida County, IA",19093,151,21012,718.6,"492.5",3.42,"5"
"2603","Knox County, NE",31107,248,26913,921.5,"619.1",3.424,"5"
"2604","Montgomery County, GA",13209,167,22085,756.2,"901.9",3.424,"5"
"2605","San Augustine County, TX",48405,271,28119,963.8,"825.6",3.4276,"5"
"2606","Richmond County, VA",51159,235,26142,898.9,"750.7",3.4385,"5"
"2607","McKenzie County, ND",38053,114,18207,626.1,"710.1",3.4388,"5"
"2608","Valley County, MT",30105,181,22931,789.3,"653.1",3.4421,"5"
"2609","Montgomery County, IA",19137,342,31517,1085.1,"832.4",3.4429,"5"
"2610","Moody County, SD",46101,104,17364,598.9,"566.9",3.4491,"5"
"2611","Daviess County, MO",29061,174,22446,775.2,"756.9",3.4536,"5"
"2612","Love County, OK",40085,224,25454,880,"901.4",3.4572,"5"
"2613","Brown County, KS",20013,265,27682,957.3,"790.9",3.4582,"5"
"2614","Desha County, AR",5041,380,33145,1146.5,"1171.1",3.459,"5"
"2615","Seminole County, GA",13253,229,25690,891.4,"848.3",3.4698,"5"
"2616","Antelope County, NE",31003,143,20266,705.6,"526",3.4817,"5"
"2617","Dade County, MO",29057,199,23888,833.1,"721.3",3.4875,"5"
"2618","Nemaha County, NE",31127,134,19598,683.7,"548.5",3.4886,"5"
"2619","Nome Census Area, AK",2180,100,16903,591.6,"928.2",3.5,"5"
"2620","Ontonagon County, MI",26131,228,25516,893.6,"829.3",3.5021,"5"
"2621","Lee County, AR",5077,243,26341,922.5,"903.8",3.5021,"5"
"2622","Juab County, UT",49023,127,19036,667.2,"703.9",3.5049,"5"
"2623","Montgomery County, MS",28097,306,29490,1037.6,"984",3.5185,"5"
"2624","Palo Alto County, IA",19147,258,27054,953.6,"659.6",3.5248,"5"
"2625","Pepin County, WI",55091,172,22089,778.7,"685.2",3.5253,"5"
"2626","Mora County, NM",35033,79,14969,527.8,"534.9",3.526,"5"
"2627","Candler County, GA",13043,260,27145,957.8,"971.5",3.5285,"5"
"2628","McCulloch County, TX",48307,203,23985,846.4,"720.6",3.5289,"5"
"2629","Pike County, AR",5109,319,29992,1063.6,"1036.5",3.5463,"5"
"2630","Cuming County, NE",31039,248,26502,935.8,"638.1",3.5311,"5"
"2631","Clarke County, IA",19039,217,24776,875.8,"767.6",3.5349,"5"
"2632","Moore County, TN",47127,122,18519,658.8,"636.7",3.5574,"5"
"2633","Anderson County, KS",20003,176,22242,791.3,"606",3.5577,"5"
"2634","Houston County, TN",47083,193,23284,828.9,"811.7",3.56,"5"
"2635","Thomas County, KS",20193,135,19462,693.7,"554.5",3.5644,"5"
"2636","Northwest Arctic Borough, AK",2188,56,12521,447.2,"659.2",3.5716,"5"
"2637","West Carroll Parish, LA",22123,326,30171,1080.5,"1073.5",3.5813,"5"
"2638","Tillman County, OK",40141,159,21054,755.2,"700.9",3.587,"5"
"2639","Stephens County, TX",48429,233,25458,915.2,"815.6",3.5949,"5"
"2640","Grant County, SD",46051,175,22031,794.3,"677",3.6054,"5"
"2641","Taylor County, GA",13269,194,23157,837.8,"898.1",3.6179,"5"
"2642","Wilson County, KS",20205,256,26572,963.4,"825.9",3.6256,"5"
"2643","Lewis County, MO",29111,255,26513,961.8,"851.1",3.6277,"5"
"2644","Butler County, NE",31023,220,24604,894.2,"688.4",3.6344,"5"
"2645","Hudspeth County, TX",48229,26,8454,307.5,"355.2",3.6373,"5"
"2646","Noxubee County, MS",28103,277,27570,1004.7,"1016.4",3.6442,"5"
"2647","Trousdale County, TN",47169,152,20364,746.4,"845.8",3.6653,"5"
"2648","Hartley County, TX",48205,78,14618,533.6,"542.3",3.6503,"5"
"2649","Choctaw County, MS",28019,206,23735,867.9,"843.4",3.6566,"5"
"2650","Hamilton County, TX",48193,253,26213,965.2,"688.8",3.6821,"5"
"2651","Yukon-Koyukuk Census Area, AK",2290,70,13784,507.8,"602.9",3.684,"5"
"2652","Chicot County, AR",5017,384,32272,1189.9,"1050.1",3.6871,"5"
"2653","Norman County, MN",27107,152,20284,749.4,"546.3",3.6945,"5"
"2654","Lincoln County, CO",8073,78,14528,536.9,"462.7",3.6956,"5"
"2655","Kiowa County, OK",40075,261,26574,982.2,"969.9",3.6961,"5"
"2656","Early County, GA",13099,295,28163,1047.5,"1008.7",3.7194,"5"
"2657","Chariton County, MO",29041,208,23626,880.4,"681.4",3.7264,"5"
"2658","Ohio County, IN",18115,121,18015,671.7,"735.1",3.7286,"5"
"2659","Allendale County, SC",45005,253,26009,972.7,"1033.4",3.7399,"5"
"2660","Grant County, KS",20067,100,16341,612,"751.7",3.7452,"5"
"2661","Traill County, ND",38097,196,22874,856.9,"595.7",3.7462,"5"
"2662","Spink County, SD",46115,137,19077,718.1,"551.5",3.7642,"5"
"2663","Jenkins County, GA",13165,179,21793,821.4,"822.8",3.7691,"5"
"2664","Van Buren County, IA",19177,182,21931,829.9,"711.1",3.7841,"5"
"2665","Stanley County, SD",46117,25,8112,308.2,"361",3.7993,"5"
"2666","Perry County, TN",47135,196,22631,866.1,"870.1",3.8271,"5"
"2667","Humboldt County, IA",19091,312,28564,1092.3,"787.5",3.824,"5"
"2668","Doniphan County, KS",20043,163,20575,792.2,"669.8",3.8503,"5"
"2669","Tucker County, WV",54093,192,22296,861.1,"838.7",3.8621,"5"
"2670","Clay County, TN",47027,223,23985,929.7,"923.3",3.8762,"5"
"2671","Decatur County, IA",19053,177,21333,829.7,"684.6",3.8893,"5"
"2672","Howard County, NE",31093,126,18025,699,"581.5",3.8779,"5"
"2673","Wilcox County, AL",1131,348,29903,1163.8,"1157.8",3.8919,"5"
"2674","Clay County, SD",46027,232,24412,950.4,"814.6",3.8932,"5"
"2675","Monroe County, KY",21171,356,30216,1178.2,"1252.8",3.8993,"5"
"2676","Bon Homme County, SD",46009,156,19966,781.3,"545.8",3.9132,"5"
"2677","Wilcox County, GA",13315,205,22887,895.7,"885.4",3.9136,"5"
"2678","Adair County, IA",19001,209,23094,905,"630.1",3.9188,"5"
"2679","Van Buren County, TN",47175,112,16893,663,"732.9",3.9247,"5"
"2680","Luce County, MI",26095,141,18923,745.1,"709.5",3.9375,"5"
"2681","Iron County, WI",55051,184,21615,851.3,"641.5",3.9385,"5"
"2682","Audubon County, IA",19009,145,19187,755.7,"530.4",3.9386,"5"
"2683","Benton County, MS",28009,202,22611,893.4,"914",3.9512,"5"
"2684","Carter County, MO",29035,115,17058,674.2,"708.2",3.9524,"5"
"2685","Jefferson County, NE",31095,215,23314,922.2,"656",3.9556,"5"
"2686","Bradley County, AR",5011,364,30274,1202.4,"1093.9",3.9717,"5"
"2687","Kearney County, NE",31099,136,18487,735.7,"601.3",3.9796,"5"
"2688","Dillingham Census Area, AK",2070,39,9898,394,"678.6",3.9806,"5"
"2689","Nevada County, AR",5099,245,24801,987.9,"916.5",3.9833,"5"
"2690","Burt County, NE",31021,181,21316,849.1,"612.5",3.9834,"5"
"2691","Granite County, MT",30039,54,11638,464,"446.9",3.9869,"5"
"2692","Hamilton County, NY",36041,123,17532,701.6,"692.5",4.0018,"5"
"2693","Wheeler County, GA",13309,134,18244,734.5,"835.6",4.026,"5"
"2694","Pierce County, NE",31139,163,20114,810.4,"642.5",4.029,"5"
"2695","Perry County, AL",1105,271,25900,1046.3,"962.6",4.0398,"5"
"2696","Greene County, AL",1063,252,24976,1009,"989.3",4.0399,"5"
"2697","Wilkinson County, MS",28157,230,23849,964.4,"959.1",4.0438,"5"
"2698","Sherman County, KS",20181,112,16642,673,"580.4",4.044,"5"
"2699","Reynolds County, MO",29179,165,20166,818.2,"771.7",4.0573,"5"
"2700","Turner County, GA",13287,191,21630,883,"822.7",4.0823,"5"
"2701","Beaver County, OK",40007,91,14930,609.5,"590.6",4.0824,"5"
"2702","Edwards County, IL",17047,147,18957,775.4,"675.5",4.0903,"5"
"2703","Red River Parish, LA",22081,217,23024,942.5,"998.5",4.0936,"5"
"2704","Craig County, VA",51045,104,15939,652.5,"701.6",4.0937,"5"
"2705","Monona County, IA",19133,349,29191,1195.6,"838.1",4.0958,"5"
"2706","Teton County, MT",30099,138,18340,752.5,"586.8",4.1031,"5"
"2707","Clay County, NE",31035,141,18503,762,"636.5",4.1183,"5"
"2708","Wirt County, WV",54105,122,17199,709.3,"900.4",4.1241,"5"
"2709","Cleveland County, AR",5025,221,23142,955,"992.4",4.1267,"5"
"2710","Morris County, KS",20127,143,18606,768.6,"581.6",4.1309,"5"
"2711","Pickett County, TN",47137,113,16534,683.4,"642.9",4.1333,"5"
"2712","Roosevelt County, MT",30085,217,22895,947.8,"1018",4.1398,"5"
"2713","Monroe County, IA",19135,206,22298,923.8,"768.3",4.143,"5"
"2714","Lafayette County, AR",5073,200,21955,911,"854.1",4.1494,"5"
"2715","Ballard County, KY",21007,224,23224,964.5,"930.3",4.153,"5"
"2716","Catahoula Parish, LA",22025,290,26418,1097.7,"1190.3",4.1551,"5"
"2717","Randolph County, GA",13243,194,21591,898.5,"813.6",4.1615,"5"
"2718","Harrison County, MO",29081,264,25174,1048.7,"803.5",4.1658,"5"
