"","County","CountyCode","Deaths","Population","Crude","ageadjustedrate","PCT_CVD_death","Quintiles"
"1880","Breckinridge County, KY",21027,446,55706,800.6,"900.9",1.4372,"4"
"1881","Crawford County, IA",19047,274,43661,627.6,"520.4",1.4374,"4"
"1882","Hart County, KY",21099,340,48594,699.7,"784.3",1.4399,"4"
"1883","Roseau County, MN",27135,246,41710,589.8,"598.8",1.414,"3"
"1884","McIntosh County, OK",40091,602,64617,931.6,"879.7",1.4417,"4"
"1885","Clay County, IA",19041,318,46958,677.2,"517",1.4421,"4"
"1886","Moore County, TX",48341,254,41948,605.5,"700.2",1.4435,"4"
"1887","Pike County, IL",17149,303,45917,659.9,"525.2",1.4372,"4"
"1888","Rowan County, KY",21205,363,50101,724.5,"782",1.4461,"4"
"1889","Crisp County, GA",13081,500,58791,850.5,"865.3",1.4466,"4"
"1890","Ashley County, AR",5003,477,57399,831,"844.2",1.4478,"4"
"1891","Dixie County, FL",12029,349,49412,706.3,"769.3",1.4294,"4"
"1892","Dickinson County, IA",19059,428,54360,787.3,"608.8",1.4483,"4"
"1893","Sunflower County, MS",28133,542,61170,886.1,"993.3",1.4486,"4"
"1894","Bond County, IL",17005,305,45860,665.1,"626.2",1.4503,"4"
"1895","Bethel Census Area, AK",2050,121,28948,418,"760.4",1.444,"4"
"1896","Morehouse Parish, LA",22067,738,71303,1035,"1006",1.4516,"4"
"1897","Randolph County, AL",1111,576,62929,915.3,"905.9",1.4545,"4"
"1898","Freestone County, TX",48161,408,52949,770.6,"743.8",1.4554,"4"
"1899","Northumberland County, VA",51133,313,46338,675.5,"589.1",1.4578,"4"
"1900","Grayson County, VA",51077,352,49113,716.7,"661.5",1.4593,"4"
"1901","Waynesboro city, VA",51820,418,53865,776,"691.8",1.4406,"4"
"1902","Mitchell County, GA",13205,453,55635,814.2,"869.6",1.4635,"4"
"1903","Patrick County, VA",51141,511,58980,866.4,"820.5",1.469,"4"
"1904","Morgan County, MO",29141,589,63306,930.4,"861.1",1.4697,"4"
"1905","Washington County, MO",29221,612,64525,948.5,"1147.6",1.47,"4"
"1906","Crawford County, MI",26039,315,46292,680.5,"689.5",1.47,"4"
"1907","Hampton County, SC",45049,399,52077,766.2,"842.3",1.4713,"4"
"1908","Gulf County, FL",12045,284,44250,641.8,"699.6",1.4504,"4"
"1909","Trigg County, KY",21221,265,42432,624.5,"650.5",1.4718,"4"
"1910","Crawford County, MO",29055,653,66580,980.8,"1009.3",1.4731,"4"
"1911","Johnson County, IL",17087,185,35424,522.2,"564.1",1.4741,"4"
"1912","Poinsett County, AR",5111,592,63372,934.2,"971.1",1.4742,"4"
"1913","Polk County, AR",5113,517,59214,873.1,"823.1",1.4745,"4"
"1914","Saline County, MO",29195,517,59203,873.3,"744.7",1.4751,"4"
"1915","McDowell County, WV",54047,565,62462,904.5,"930.2",1.4481,"4"
"1916","Monroe County, AL",1099,544,60614,897.5,"889.8",1.4807,"4"
"1917","McCormick County, SC",45065,181,34949,517.9,"574.3",1.4819,"4"
"1918","Bosque County, TX",48035,450,55092,816.8,"706.5",1.4826,"4"
"1919","Henry County, MO",29083,606,63913,948.2,"850.8",1.4836,"4"
"1920","Union County, SD",46127,216,38127,566.5,"567.3",1.4858,"4"
"1921","Andrew County, MO",29003,332,47222,703.1,"692.7",1.4889,"4"
"1922","Carroll County, TN",47017,916,78903,1160.9,"1084.5",1.4713,"4"
"1923","Teton County, ID",16081,55,19205,286.4,"465.7",1.4913,"4"
"1924","Douglas County, MO",29067,258,41542,621.1,"600.8",1.4951,"4"
"1925","Smith County, TN",47159,375,50056,749.2,"891.1",1.4967,"4"
"1926","Colorado County, TX",48089,548,60491,905.9,"782.4",1.4976,"4"
"1927","Mills County, IA",19129,251,40930,613.2,"683.2",1.4982,"4"
"1928","Tama County, IA",19171,363,49185,738,"578.9",1.5005,"4"
"1929","Otoe County, NE",31131,303,44932,674.4,"510.8",1.5009,"4"
"1930","Logan County, AR",5083,567,61459,922.6,"900.4",1.5012,"4"
"1931","Pamlico County, NC",37137,277,43523,636.4,"628.2",1.4622,"4"
"1932","King William County, VA",51101,249,40670,612.2,"737.9",1.5053,"4"
"1933","Gilpin County, CO",8047,44,17094,257.4,"436.6",1.5058,"4"
"1934","Richland County, ND",38077,274,42647,642.5,"544.8",1.5066,"4"
"1935","Cedar County, IA",19031,403,52003,775,"638.2",1.4903,"4"
"1936","Jackson County, IA",19097,504,57786,872.2,"757.2",1.5094,"4"
"1937","Colfax County, NM",35007,267,42034,635.2,"608.1",1.5112,"4"
"1938","Roane County, WV",54087,281,43103,651.9,"665.2",1.5124,"4"
"1939","Marlboro County, SC",45069,756,71545,1056.7,"1188.3",1.477,"4"
"1940","Shelby County, TX",48419,599,63046,950.1,"944.8",1.507,"4"
"1941","Buchanan County, IA",19019,438,53979,811.4,"752.5",1.5032,"4"
"1942","Macon County, TN",47111,476,55996,850.1,"917.8",1.5181,"4"
"1943","Dodge County, GA",13091,430,53244,807.6,"916",1.5168,"4"
"1944","Allen County, KY",21003,404,51562,783.5,"862.5",1.5195,"4"
"1945","De Witt County, IL",17039,317,45778,692.5,"662.5",1.5127,"4"
"1946","Saluda County, SC",45081,423,52753,801.9,"773.2",1.5201,"4"
"1947","Ste. Genevieve County, MO",29186,396,51055,775.6,"801.8",1.5191,"4"
"1948","Monroe County, WV",54063,256,40978,624.7,"600.1",1.5245,"4"
"1949","Adair County, OK",40001,427,53048,804.9,"920.7",1.5173,"4"
"1950","Neshoba County, MS",28099,723,68829,1050.4,"1046",1.5261,"4"
"1951","Crawford County, IL",17033,448,54151,827.3,"746",1.5278,"4"
"1952","Parke County, IN",18121,335,46923,713.9,"772.8",1.5214,"4"
"1953","Fulton County, IN",18049,472,55547,849.7,"826.4",1.5297,"4"
"1954","Morgan County, OH",39115,280,42784,654.5,"643.1",1.5298,"4"
"1955","Lake County, MN",27075,195,35657,546.9,"454.6",1.5338,"4"
"1956","Bibb County, AL",1007,463,55190,838.9,"961.9",1.52,"4"
"1957","Sullivan County, IN",18153,469,55182,849.9,"857.7",1.5402,"4"
"1958","Piatt County, IL",17147,343,47171,727.1,"700.1",1.5414,"4"
"1959","Carroll County, IL",17015,349,47471,735.2,"625.4",1.5487,"4"
"1960","McCreary County, KY",21147,288,43073,668.6,"796.1",1.5522,"4"
"1961","Madison County, ID",16065,249,40048,621.8,"691.3",1.5526,"4"
"1962","Aleutians East Borough, AK",2013,11,8413,130.8,"(Unreliable)",1.5547,"4"
"1963","Morgan County, GA",13211,376,49060,766.4,"831.2",1.5622,"4"
"1964","Presque Isle County, MI",26141,363,48170,753.6,"600.4",1.5645,"4"
"1965","Lavaca County, TX",48285,524,57847,905.8,"700.3",1.5659,"4"
"1966","Drew County, AR",5043,324,45486,712.3,"699.8",1.566,"4"
"1967","Wetzel County, WV",54103,379,49159,771,"736.4",1.5684,"4"
"1968","Lee County, SC",45061,376,48957,768,"814",1.5687,"4"
"1969","Cherokee County, KS",20021,497,57006,871.8,"863.6",1.5293,"4"
"1970","Seminole County, OK",40133,682,65931,1034.4,"1013.7",1.5689,"4"
"1971","Calhoun County, SC",45017,309,44283,697.8,"734.8",1.5758,"4"
"1972","Woodward County, OK",40153,372,48488,767.2,"808.7",1.5822,"4"
"1973","Deaf Smith County, TX",48117,235,38512,610.2,"599.4",1.5844,"4"
"1974","Madison County, VA",51113,246,39395,624.4,"614.1",1.585,"4"
"1975","Dickenson County, VA",51051,304,44640,681,"727.7",1.5255,"4"
"1976","Alamosa County, CO",8003,180,34188,526.5,"579",1.54,"4"
"1977","Lee County, TX",48287,319,44721,713.3,"710.1",1.595,"4"
"1978","Gray County, TX",48179,496,55703,890.4,"829.2",1.5985,"4"
"1979","Van Buren County, AR",5141,465,54133,859,"742.5",1.5868,"4"
"1980","Wayne County, MS",28153,415,50913,815.1,"885.5",1.601,"4"
"1981","Pierce County, GA",13229,345,46418,743.2,"827.6",1.6011,"4"
"1982","Boise County, ID",16015,88,23482,374.8,"526.9",1.5961,"4"
"1983","Elbert County, GA",13105,473,54301,871.1,"840.7",1.6042,"4"
"1984","Fentress County, TN",47049,420,51135,821.4,"909.2",1.6063,"4"
"1985","Otero County, CO",8089,411,50749,809.9,"716.5",1.5959,"4"
"1986","Crawford County, GA",13079,192,34558,555.6,"700.1",1.6077,"4"
"1987","Pickens County, AL",1107,485,54885,883.7,"880.3",1.6101,"4"
"1988","Pecos County, TX",48371,201,35333,568.9,"661.8",1.6101,"4"
"1989","Humphreys County, TN",47085,421,51272,821.1,"843",1.6015,"4"
"1990","Vernon County, MO",29217,501,55672,899.9,"837.1",1.6164,"4"
"1991","Hopewell city, VA",51670,465,53620,867.2,"809.1",1.6173,"4"
"1992","Sequatchie County, TN",47153,249,39234,634.7,"689.7",1.6177,"4"
"1993","Fulton County, PA",42057,276,41279,668.6,"708.6",1.6197,"4"
"1994","Redwood County, MN",27127,332,45228,734.1,"524.1",1.6231,"4"
"1995","Coahoma County, MS",28027,521,57069,912.9,"923.6",1.5996,"4"
"1996","Casey County, KY",21045,301,43030,699.5,"712.2",1.6256,"4"
"1997","Harrison County, IA",19085,289,42142,685.8,"582.7",1.6274,"4"
"1998","Russell County, KY",21207,397,49378,804,"800.6",1.6283,"4"
"1999","Taylor County, WV",54091,367,47441,773.6,"767.2",1.6307,"4"
"2000","Sevier County, UT",49041,346,46062,751.2,"707.5",1.6308,"4"
"2001","Renville County, MN",27129,340,45658,744.7,"561.5",1.631,"4"
"2002","Emanuel County, GA",13107,497,55173,900.8,"950.4",1.6327,"4"
"2003","Carbon County, UT",49007,399,49433,807.2,"782.4",1.6329,"4"
"2004","Rusk County, WI",55107,339,45540,744.4,"640.8",1.6346,"4"
"2005","Amelia County, VA",51007,218,36511,597.1,"675.2",1.6354,"4"
"2006","Dickinson County, KS",20041,468,53484,875,"713.1",1.636,"4"
"2007","Mitchell County, NC",37121,377,47992,785.5,"719.5",1.6367,"4"
"2008","Braxton County, WV",54007,299,42719,699.9,"702.2",1.6384,"4"
"2009","Beadle County, SD",46005,379,48034,789,"640.3",1.6426,"4"
"2010","Morrow County, OR",41049,118,26954,437.8,"511.1",1.6242,"4"
"2011","Pennington County, MN",27113,207,35884,576.9,"480.5",1.6077,"4"
"2012","Washburn County, WI",55129,432,51711,835.4,"778",1.6155,"4"
"2013","Franklin County, FL",12037,179,32906,544,"603.4",1.6532,"4"
"2014","Texas County, OK",40139,288,41717,690.4,"775",1.655,"4"
"2015","Missaukee County, MI",26113,302,42701,707.2,"705.7",1.6562,"4"
"2016","Iowa County, IA",19095,350,45955,761.6,"595.7",1.6573,"4"
"2017","Hutchinson County, TX",48233,492,54484,903,"910",1.6574,"4"
"2018","Seward County, NE",31159,302,42687,707.5,"610.1",1.6574,"4"
"2019","Winston County, MS",28159,411,49965,822.6,"782.8",1.6464,"4"
"2020","Madison County, MT",30057,119,26874,442.8,"460.1",1.6477,"4"
"2021","Buena Vista County, IA",19021,409,49749,822.1,"616.4",1.6525,"4"
"2022","Menard County, IL",17129,214,35864,596.7,"600.6",1.6638,"4"
"2023","Henry County, KY",21103,280,41059,681.9,"756.2",1.6608,"4"
"2024","Eastland County, TX",48133,459,52400,876,"761.9",1.6718,"4"
"2025","East Feliciana Parish, LA",22037,500,54666,914.6,"1123.2",1.6731,"4"
"2026","Davison County, SD",46035,426,50533,843,"644.2",1.6682,"4"
"2027","Giles County, VA",51071,406,49254,824.3,"798",1.6736,"4"
"2028","Colonial Heights city, VA",51570,386,47984,804.4,"621.9",1.6764,"4"
"2029","Polk County, TN",47139,377,47412,795.2,"866",1.6772,"4"
"2030","Middlesex County, VA",51119,254,38895,653,"597.7",1.6789,"4"
"2031","Arenac County, MI",26011,424,50246,843.8,"828",1.6793,"4"
"2032","Hamilton County, IA",19079,320,43645,733.2,"562.7",1.6799,"4"
"2033","Nantucket County, MA",25019,114,26051,437.6,"499.5",1.6798,"4"
"2034","Perquimans County, NC",37143,300,42214,710.7,"673.6",1.6836,"4"
"2035","Chowan County, NC",37041,333,44436,749.4,"668",1.6865,"4"
"2036","Unicoi County, TN",47171,514,55118,932.5,"860.9",1.6918,"4"
"2037","Leflore County, MS",28083,800,68756,1163.5,"1149.4",1.6922,"4"
"2038","Clay County, KY",21051,442,51065,865.6,"1016.9",1.6951,"4"
"2039","Sharp County, AR",5135,500,54275,921.2,"823.3",1.6973,"4"
"2040","Marshall County, OK",40095,351,45471,771.9,"765.6",1.6976,"4"
"2041","Prince Edward County, VA",51147,450,51468,874.3,"759.2",1.6987,"4"
"2042","Madison County, AR",5087,309,42632,724.8,"775.8",1.7001,"4"
"2043","Hardy County, WV",54031,276,40293,685,"748.6",1.7,"4"
"2044","Alleghany County, NC",37005,206,34808,591.8,"551.9",1.7002,"4"
"2045","Dooly County, GA",13093,246,37997,647.4,"745.3",1.7038,"4"
"2046","Goshen County, WY",56015,255,38670,659.4,"585.8",1.7052,"4"
"2047","DeKalb County, TN",47041,446,51122,872.4,"914.6",1.7065,"4"
"2048","DeWitt County, TX",48123,560,57239,978.4,"836.8",1.7093,"4"
"2049","Yell County, AR",5149,522,55257,944.7,"932.9",1.7096,"4"
"2050","Tipton County, IN",18159,344,44822,767.5,"720.6",1.7123,"4"
"2051","Burleson County, TX",48051,416,49284,844.1,"780.5",1.7127,"4"
"2052","Ashland County, WI",55003,330,43811,753.2,"693.6",1.7192,"4"
"2053","Berrien County, GA",13019,391,47686,819.9,"877.9",1.7194,"4"
"2054","Brewster County, TX",48043,112,25516,438.9,"463.6",1.7201,"4"
"2055","Barbour County, WV",54001,359,45667,786.1,"788.8",1.7214,"4"
"2056","Kossuth County, IA",19109,395,47892,824.8,"593.6",1.7222,"4"
"2057","Nodaway County, MO",29147,397,47999,827.1,"675.9",1.7232,"4"
"2058","Hill County, MT",30041,252,38232,659.1,"673.8",1.7239,"4"
"2059","Jones County, TX",48253,412,48858,843.3,"886.5",1.726,"4"
"2060","Madison County, FL",12079,450,51026,881.9,"875.9",1.7283,"4"
"2061","Mercer County, IL",17131,394,47718,825.7,"714.9",1.7304,"4"
"2062","Columbia County, AR",5027,610,59337,1028,"893.6",1.7325,"4"
"2063","Cross County, AR",5037,368,46064,798.9,"781.2",1.7343,"4"
"2064","Jasper County, GA",13159,211,34898,604.6,"694.4",1.7325,"4"
"2065","Alleghany County, VA",51005,443,50529,876.7,"801.7",1.735,"4"
"2066","Henry County, IA",19087,491,53175,923.4,"773.2",1.7365,"4"
"2067","Perry County, MO",29157,423,49299,858,"776.3",1.7404,"4"
"2068","Fountain County, IN",18045,387,47135,821,"753.1",1.7418,"4"
"2069","Clay County, NC",37043,223,35776,623.3,"555.6",1.7422,"4"
"2070","Wayne County, TN",47181,366,45830,798.6,"801.2",1.7425,"4"
"2071","Custer County, SD",46033,152,29530,514.7,"515.4",1.743,"4"
"2072","Rockcastle County, KY",21203,360,45423,792.6,"922.2",1.7449,"4"
"2073","Gates County, NC",37073,200,33811,591.5,"641.7",1.7494,"4"
"2074","Buffalo County, WI",55011,278,39849,697.6,"659.9",1.7506,"4"
"2075","Sanders County, MT",30089,270,39238,688.1,"708.8",1.7537,"4"
"2076","Richland County, IL",17159,365,45634,799.8,"626.5",1.7526,"4"
"2077","Hamilton County, FL",12047,235,36586,642.3,"739.3",1.7556,"4"
"2078","Pendleton County, KY",21191,252,37865,665.5,"789.7",1.7576,"4"
"2079","Faribault County, MN",27043,347,44365,782.1,"557.9",1.7629,"4"
"2080","Montague County, TX",48337,567,56709,999.8,"901",1.763,"4"
"2081","Pike County, MO",29163,414,48417,855.1,"841.4",1.7661,"4"
"2082","Gasconade County, MO",29073,367,45718,802.7,"674.2",1.7558,"4"
"2083","Haywood County, TN",47075,416,48514,857.5,"900.3",1.7675,"4"
"2084","Sibley County, MN",27143,291,40575,717.2,"607.9",1.7676,"4"
"2085","Arkansas County, AR",5001,461,51024,903.5,"870.3",1.7707,"4"
"2086","Appling County, GA",13001,369,45647,808.4,"887.3",1.771,"4"
"2087","Lamar County, GA",13171,357,44884,795.4,"845.2",1.7721,"4"
"2088","Dade County, GA",13083,329,43046,764.3,"833.4",1.7755,"4"
"2089","Hempstead County, AR",5057,571,56695,1007.1,"1010.7",1.7763,"4"
"2090","Hardin County, IA",19083,460,50874,904.2,"636.6",1.7773,"4"
"2091","Henry County, AL",1067,437,49584,881.3,"844.6",1.7774,"4"
"2092","Leake County, MS",28079,488,52373,931.8,"945",1.7792,"4"
"2093","Neosho County, KS",20133,345,44027,783.6,"677.8",1.7798,"4"
"2094","Gaines County, TX",48165,193,32905,586.5,"683.2",1.7824,"4"
"2095","Adair County, KY",21001,422,48632,867.7,"905.3",1.7842,"4"
"2096","Phillips County, AR",5107,500,52872,945.7,"947",1.7887,"4"
"2097","Rush County, IN",18139,385,46382,830.1,"797.5",1.7897,"4"
"2098","Randolph County, AR",5121,438,49430,886.1,"798.7",1.7926,"4"
"2099","Mason County, IL",17125,322,42356,760.2,"646",1.7948,"4"
"2100","Warren County, IL",17187,395,46906,842.1,"735.1",1.7953,"4"
"2101","Long County, GA",13183,142,28096,505.4,"663.8",1.7988,"4"
"2102","Poweshiek County, IA",19157,475,51382,924.4,"687.2",1.7991,"4"
"2103","Clark County, AR",5019,498,52525,948.1,"867",1.805,"4"
"2104","Tippah County, MS",28139,540,54668,987.8,"1061.1",1.8069,"4"
"2105","Wright County, MO",29229,465,50587,919.2,"870.1",1.8171,"4"
"2106","Ralls County, MO",29173,163,29902,545.1,"609.4",1.823,"4"
"2107","Jackson County, KS",20085,232,35672,650.4,"621.2",1.8233,"4"
"2108","Knott County, KY",21119,341,43219,789,"915.5",1.8256,"4"
"2109","Newton County, IN",18111,292,39983,730.3,"744.6",1.8265,"4"
"2110","Marion County, KS",20115,254,37265,681.6,"488.4",1.8291,"4"
"2111","Chickasaw County, MS",28017,338,42964,786.7,"786.9",1.8311,"4"
"2112","Ben Hill County, GA",13017,340,43087,789.1,"798.9",1.8314,"4"
"2113","Callahan County, TX",48059,282,39200,719.4,"696.2",1.8352,"4"
"2114","Grenada County, MS",28043,573,55871,1025.6,"1022.1",1.8357,"4"
"2115","Harrison County, KY",21097,461,50110,920,"955.6",1.836,"4"
"2116","Mason County, KY",21161,386,45820,842.4,"870.3",1.8385,"4"
"2117","Summers County, WV",54089,330,42366,778.9,"731.6",1.8385,"4"
"2118","Lewis County, WV",54041,410,47159,869.4,"859.2",1.8436,"4"
"2119","Mackinac County, MI",26097,267,38037,701.9,"656",1.8453,"4"
"2120","Bledsoe County, TN",47007,251,36877,680.6,"791.2",1.8456,"4"
"2121","Brooks County, GA",13027,347,43333,800.8,"856.2",1.848,"4"
"2122","Stone County, AR",5137,302,40421,747.1,"710.3",1.8483,"4"
"2123","Clay County, MS",28025,495,51744,956.6,"934.9",1.8487,"4"
"2124","Beckham County, OK",40009,483,51111,945,"957.7",1.8489,"4"
"2125","Stone County, MS",28131,323,41778,773.1,"908.3",1.8505,"4"
"2126","Lake County, MI",26085,301,40326,746.4,"780.4",1.8509,"4"
"2127","Wayne County, MO",29223,321,41644,770.8,"763.6",1.8509,"4"
"2128","Osage County, KS",20139,392,46017,851.9,"813.1",1.8513,"4"
"2129","Ouray County, CO",8091,48,16091,298.3,"443.5",1.8538,"4"
"2130","Grand Isle County, VT",50013,88,21747,404.7,"612.3",1.8609,"4"
"2131","Franklin County, AR",5047,422,47590,886.7,"828.3",1.8632,"4"
"2132","Fayette County, AL",1057,434,48257,899.4,"898.7",1.8638,"4"
"2133","Holmes County, FL",12059,542,53923,1005.1,"1029.4",1.864,"4"
"2134","Concordia Parish, LA",22029,493,51416,958.8,"995.8",1.8648,"4"
"2135","Gogebic County, MI",26053,492,51341,958.3,"758.2",1.8665,"4"
"2136","Estill County, KY",21065,293,39612,739.7,"835.3",1.8674,"4"
"2137","Simpson County, KY",21213,373,44628,835.8,"901.5",1.8728,"4"
"2138","Telfair County, GA",13271,319,41154,775.1,"794.3",1.8834,"4"
"2139","Izard County, AR",5065,357,43651,817.9,"724.2",1.8737,"4"
"2140","Dent County, MO",29065,379,44877,844.5,"773.1",1.8818,"4"
"2141","Butler County, AL",1013,573,55155,1038.9,"943.5",1.8836,"4"
"2142","Millard County, UT",49027,160,29113,549.6,"505.7",1.8878,"4"
"2143","Wayne County, IL",17191,421,47214,891.7,"770",1.8886,"4"
"2144","Warren County, IN",18171,109,24006,454.1,"455.1",1.8916,"4"
"2145","Camden County, NC",37029,130,26211,496,"616.1",1.8923,"4"
"2146","Young County, TX",48503,495,51095,968.8,"846.9",1.8961,"4"
"2147","Marengo County, AL",1091,582,55364,1051.2,"984.5",1.8987,"4"
"2148","York County, NE",31185,274,37989,721.3,"564.9",1.8987,"4"
"2149","Atchison County, KS",20005,317,40834,776.3,"678.9",1.9011,"4"
"2150","Magoffin County, KY",21153,214,33505,638.7,"779",1.9063,"4"
"2151","Bamberg County, SC",45009,335,41917,799.2,"764.9",1.9066,"4"
"2152","Heard County, GA",13149,170,29846,569.6,"654.7",1.9085,"4"
"2153","Bates County, MO",29013,413,46484,888.5,"806.3",1.9114,"4"
"2154","Adams County, WA",53001,225,34301,656,"682.2",1.9125,"4"
"2155","Jackson County, TX",48239,264,37150,710.6,"668.1",1.9128,"4"
"2156","Larue County, KY",21123,274,37826,724.4,"701.8",1.9151,"4"
"2157","Lawrence County, IL",17101,352,42844,821.6,"730.3",1.9177,"4"
"2158","Trinity County, TX",48455,410,46190,887.6,"836.5",1.9216,"4"
"2159","Richland County, MT",30083,144,27317,527.1,"579.2",1.9296,"4"
"2160","Attala County, MS",28007,496,50694,978.4,"872",1.93,"4"
"2161","Macon County, AL",1087,509,51341,991.4,"966.3",1.931,"4"
"2162","Harrison County, OH",39067,427,46997,908.6,"876",1.9333,"4"
"2163","Monroe County, OH",39111,376,44084,852.9,"802.5",1.9347,"4"
"2164","Union County, FL",12125,286,38448,743.9,"1011.9",1.9348,"4"
"2165","Lawrence County, AR",5075,422,46650,904.6,"812.3",1.9391,"4"
"2166","Live Oak County, TX",48297,216,33369,647.3,"618.3",1.9398,"4"
"2167","Greene County, IL",17061,279,37923,735.7,"687.7",1.94,"4"
"2168","Grundy County, IA",19075,243,35391,686.6,"534.5",1.94,"4"
"2169","Roosevelt County, NM",35041,296,39055,757.9,"729.6",1.9406,"4"
"2170","Towns County, GA",13281,258,36460,707.6,"558.8",1.9408,"4"
"2171","Fergus County, MT",30027,261,36649,712.2,"573.3",1.9433,"4"
"2172","O'Brien County, IA",19141,334,41403,806.7,"524.9",1.9484,"4"
"2173","Newton County, MS",28101,535,52389,1021.2,"963.5",1.9493,"4"
"2174","Lemhi County, ID",16059,143,27002,529.6,"494",1.9613,"4"
"2175","Owyhee County, ID",16073,151,27787,543.4,"588.1",1.9556,"4"
"2176","Pike County, IN",18125,261,36500,715.1,"715.1",1.9592,"4"
"2177","Saguache County, CO",8109,67,18481,362.5,"493.8",1.9615,"4"
"2178","Pawnee County, OK",40117,399,45098,884.7,"921.1",1.9617,"4"
